X_1,X_2
-0.51891518,0.763713023
-1.05200713,0.243876293
0.476989091,0.95081362
0.785633022,-0.44664494
-1.046608798,0.090864794
-0.84032501,0.305424113
0.286016045,-0.139161671
0.278390494,-0.235910334
0.919027982,0.529027394
0.310436716,-0.197747285
0.664972024,0.717831286
0.238997808,-0.217787751
-0.109911248,0.972471719
-0.843534174,0.64272873
0.885646809,0.508080032
0.780772303,-0.369316009
1.812381714,0.02590185
-0.319487176,0.923754342
0.055005948,0.218290374
1.681319973,-0.320143304
-0.983532709,0.461895994
0.026782817,0.312241488
0.157928482,0.053205304
0.148556552,0.953724878
0.109655196,0.078488679
-0.282459918,0.944479822
-0.890477691,0.444625148
0.064334799,0.279377732
0.812731078,0.557516141
0.356848974,-0.283815135
-0.576832418,0.805177129
0.509372736,-0.339426431
1.775599445,-0.04835503
1.297701647,-0.503183798
0.289041779,0.968773325
-0.026063429,0.535947974
0.953060708,-0.40714503
0.714231039,-0.448375664
0.806953231,0.603574154
1.005108328,0.358180822
1.966439584,0.340006049
1.383395379,-0.323944523
0.821110873,0.595027975
1.497506848,-0.337252127
0.855554846,-0.499377834
-0.857267283,0.613781521
-0.302923589,0.966824547
-0.945957124,0.201963898
0.421461483,-0.251470828
-0.564624451,0.774970275
0.29904071,-0.121910607
0.674757593,-0.385024958
-0.05343747,1.078552751
0.854711557,-0.471066033
1.433878473,-0.339471654
-0.93079471,0.381841244
1.454019811,-0.322746569
-0.023544697,0.450256348
0.663525927,0.862419293
1.087863149,-0.430696535
1.291340219,-0.513046559
0.730956622,0.830999814
0.497753703,-0.410708363
0.909253975,0.35106346
-0.275693465,0.925110335
0.611796403,0.770409506
1.058321882,0.191520173
1.902335791,0.172849751
-0.512445483,0.841437064
1.826550518,-0.089228917
0.631308477,-0.443148205
1.387220568,-0.359571519
1.809923309,-0.054192758
0.207420046,-0.168731164
1.440389833,-0.394885631
0.733745342,-0.492221894
0.053335952,0.99059587
1.433608222,-0.331928201
-0.169074587,1.004125273
1.751468203,-0.250087549
0.003651084,0.203465126
0.331964276,-0.317930793
0.70089837,0.633953643
0.889147506,-0.608480232
-0.632716057,0.795267656
1.967369459,0.268907364
-0.862603933,0.481873454
0.003009518,0.406620315
-0.986954499,0.291244822
-0.724861846,0.587010239
1.346792266,-0.375832428
-0.08126483,0.899924446
0.652741508,0.878819261
-0.344853034,0.934301537
0.223507664,0.980126178
-0.93051352,0.372465565
1.816831938,0.097955818
-0.177586119,0.9516463
1.593133003,-0.255333942
0.607725829,0.914278642
0.063023049,0.090951398
0.338134179,-0.312714471
0.302570684,0.995993634
1.927549475,0.398224054
0.254907608,0.978760909
-0.681447092,0.750576027
0.320854202,-0.267030786
-0.063861392,0.368523641
-0.017951229,0.988157587
1.944869913,0.383562348
1.077914714,0.362251203
-0.637678556,0.737067922
-0.739184781,0.603947255
1.227404781,-0.431960531
0.371130932,-0.289027955
0.075212353,0.475070024
1.823119249,-0.103318154
0.811815523,-0.546678122
0.949722198,0.384369551
1.552430727,-0.334142138
-0.000886629,1.077138195
0.652357577,0.703575744
2.040625111,0.343980304
0.965003458,0.3364394
0.549639608,0.828933663
0.607349741,0.870167318
0.002691066,0.424849898
1.998632293,0.480626023
0.53378525,-0.415043761
-0.373530782,0.870715913
0.205744758,-0.173960129
2.037517372,0.320430789
1.016585458,0.062007337
1.15516999,-0.569208274
-0.036474221,0.200941487
-0.034761515,0.42137489
1.239790061,-0.511214484
1.155014147,-0.415684593
-0.801811628,0.551255619
-0.590217049,0.877226763
0.828624373,-0.424280774
-0.747484506,0.725137652
-0.421303331,0.955666605
-0.988377396,0.131812313
0.474022911,-0.33550395
-0.018971506,0.438831809
0.988822824,0.212192139
1.389352968,-0.501219574
-0.537333747,0.815638845
0.451581726,-0.254078436
0.294771442,-0.150613589
-0.207876184,0.964743834
0.25666706,0.884547153
-0.070861992,0.974003614
1.906038133,0.312469844
1.643914491,-0.306502721
-0.457790529,0.846149057
0.664776871,-0.446517415
0.445138989,-0.329099307
0.184866171,1.067960396
2.031493724,0.175246444
0.395846586,0.949352336
-0.809560481,0.682164937
1.610855218,-0.346128676
0.922772319,0.173775775
-0.753607616,0.682401511
0.455694344,-0.262720888
2.095098461,0.460440179
0.723925626,0.649968388
0.985450078,0.112443887
0.374015282,-0.300260032
1.696680933,-0.175750557
1.988671491,0.121214158
1.184156477,-0.404284046
2.006765055,0.280882517
1.897321897,0.084277924
-0.690157495,0.723278678
0.921355678,-0.461248455
0.386469511,0.941953817
0.899322505,0.475117618
1.952295505,0.434618329
-0.665225215,0.830582082
0.207550537,1.031467105
1.020910918,-0.096317202
0.250412997,0.983086673
1.37649368,-0.366757354
1.570035862,-0.389062957
1.038782815,0.239003043
-0.918661494,0.233075552
-0.721447451,0.678099054
1.2968605,-0.462662801
0.666595682,0.774004284
0.009756247,0.289490051
0.768076061,-0.508309423
-0.945890805,0.405613338
0.26221127,-0.134953876
-0.770782525,0.72829096
0.790658476,0.734449524
0.75640894,0.523640218
0.965360142,0.07155367
-0.124868496,0.92048538
-0.460825255,0.782039294
2.038664789,0.275766245
1.711524388,-0.055345217
0.731186206,0.652087044
0.960623312,0.420354262
0.612365003,-0.37259357
0.102732997,-0.05269961
1.914085746,0.25055807
1.687188956,-0.344744936
-0.762447432,0.713524947
1.020318684,-0.425077934
0.030624463,0.291772948
0.07835645,0.057802253
1.806841715,-0.063214811
1.029209503,0.263518287
1.036835641,-0.434496506
0.36628517,0.865718013
0.011894296,0.040263663
0.997372885,0.300922482
1.649863019,-0.176912277
0.46438271,0.92715613
0.112155455,0.046312212
0.134554269,-0.094679085
0.589816984,-0.37392574
0.677464027,0.772978718
1.889734874,0.192895743
0.031509869,0.274224079
0.268647051,-0.226495441
-0.766338656,0.679703469
0.675776991,-0.424130698
-0.510533939,0.964902401
-1.053560801,0.109246377
1.959639507,0.433935297
1.708876556,-0.245319609
0.571476853,-0.463866848
-0.170816185,0.918648716
1.483712062,-0.28820938
1.807434526,-0.165302406
0.453014474,0.908871018
0.156229006,1.049900949
1.212148605,-0.464440221
-0.656562898,0.720543752
1.792202175,-0.194470769
0.037138521,0.280478815
-1.042560403,0.100268046
0.481929491,-0.311500525
0.604506854,-0.445536622
0.991670375,0.253877118
0.033500219,0.276829305
1.806718595,-0.166660316
-1.032667256,0.294432435
-0.092476559,1.093022509
1.912946263,0.063560831
1.010802123,0.328852261
0.390757452,-0.338257627
-0.20466782,0.896020681
-0.944495399,0.13825714
-0.809407494,0.596995552
0.174589343,0.076362178
1.514900555,-0.344330522
-0.386430204,0.886376859
-1.024021861,0.122419171
0.07628813,0.144434511
-0.374530179,0.888548018
1.926911737,0.191184345
0.797114139,0.669820383
-0.748743447,0.666716838
0.907445976,0.523292621
1.550806656,-0.358914646
2.079390422,0.449617675
0.123878101,0.929630178
0.862041194,0.583188345
2.023112971,0.42763421
0.994014816,0.172282071
-0.044825035,0.381950481
0.731206531,-0.410923048
0.434540885,-0.411829544
-0.696968937,0.755596798
-0.28898224,1.00730089
-1.002470348,0.126920067
1.833151777,0.051905792
0.011622653,0.374377323
1.422783727,-0.364167862
1.223925925,-0.425594196
0.799821657,-0.628397171
0.867394482,0.467274233
1.495020997,-0.329475195
-0.329731147,0.863518557
-1.005361548,0.2659312
0.293507193,0.991760152
1.20796624,-0.512762262
1.039837772,0.093724304
1.891478034,0.056110211
0.729452802,0.4824762
1.551319896,-0.396361156
0.051226361,0.925002493
0.830675356,0.459154279
0.057704178,0.236787272
1.836256542,-0.162398065
-0.872449096,0.402627237
0.751039438,0.598063291
0.982028726,0.269610172
0.865541428,-0.454438231
0.518322284,0.912229225
0.938323655,-0.450047405
0.901357635,-0.529715899
0.280884197,-0.178377801
0.84832715,0.612326495
0.471572342,0.845378314
-0.90310643,0.023952326
0.086466554,0.976306663
0.326635231,-0.139237231
-0.268060212,0.949496718
-0.19135311,1.001187993
1.72594706,-0.225788798
-0.114905927,1.005919328
0.01406174,0.416005058
1.969744914,0.279086547
0.08653356,0.985683467
1.273809449,-0.461459106
-0.671126803,0.744568378
-0.733748599,0.51986485
1.657811269,-0.209650648
1.912908032,0.445843417
0.351876763,0.874826217
-0.037273248,1.008431319
-0.461406619,0.812613503
0.325262858,-0.192939315
-0.70531631,0.862683254
-0.053464865,0.997023346
-0.012865041,0.134934919
1.041604343,0.203513969
1.950417531,0.141173545
0.825489054,0.707374133
1.911063836,0.055580937
0.166828453,-0.048933813
1.149644854,-0.467762087
0.192777992,0.992307249
0.898890567,0.412501602
1.926189083,-0.00513172
1.21194867,-0.513231943
0.194787422,-0.025607915
0.227721525,0.964836489
-0.986212468,0.073973554
-0.618711402,0.759441101
0.41759637,0.944473338
2.070405309,0.491342513
0.035409783,0.333004376
0.114203593,0.310135113
-0.972531129,0.100159975
-0.109762198,1.021656863
0.428675512,-0.226110104
0.730476954,-0.413443358
-0.914672116,0.439631254
2.016606533,0.243378743
0.217810962,-0.091453562
1.398751843,-0.38808911
2.067882311,0.641439041
1.767954672,0.0313124
-0.870316376,0.405243615
0.690837968,0.583818168
0.006222503,0.155211277
-0.02200019,0.469392304
0.06458205,1.119579837
1.301892563,-0.445493323
0.406497353,0.886207363
0.295752731,0.952674159
-0.920858872,0.079893802
1.377567371,-0.400051885
0.161057431,-0.109712893
-0.350522888,0.830516825
1.939941223,0.498335242
-0.04772624,0.106042141
0.249542418,0.95795787
-0.45587182,0.956415651
1.141404557,-0.482108556
0.763890862,0.647804676
0.225857387,0.961254669
0.328184862,0.934898093
-0.547697735,0.82060711
0.258711575,0.930897613
